comp_id,event,name,sex,division,bw,dots,team,s,b,d,total
IPLCN_036,Bench Only,胡龙龙,M,Open,110.3,127.21,,,215.0,,215.0
IPLCN_036,Bench Only,李雨龙,M,Open,113.2,126.0,,,215.0,,215.0
IPLCN_036,Bench Only,陈宇晖,M,J20-23,73.5,116.3,,,160.0,,160.0
IPLCN_036,Bench Only,郭凡,M,Open,99.95,113.9,,,185.0,,185.0
IPLCN_036,Bench Only,魏伟,M,Open,73.0,109.52,,,150.0,,150.0
IPLCN_036,Bench Only,李哲宇,M,Open,81.65,109.02,,,160.0,,160.0
IPLCN_036,Bench Only,孙泽旭,M,Open,116.8,107.22,,,185.0,,185.0
IPLCN_036,Bench Only,金大登,M,M40-44,104.7,105.66,,,175.0,,175.0
IPLCN_036,Bench Only,熊锦,M,Open,66.55,105.13,,,135.0,,135.0
IPLCN_036,Bench Only,唐宇成,M,M40-44,94.25,104.32,,,165.0,,165.0
IPLCN_036,Bench Only,殷超群,M,Open,82.25,101.78,,,150.0,,150.0
IPLCN_036,Bench Only,许子浩,M,Open,74.7,100.7,,,140.0,,140.0
IPLCN_036,Bench Only,许泽祥,M,J18-19,88.8,99.28,,,152.5,,152.5
IPLCN_036,Bench Only,方可,M,Open,92.35,98.95,,,155.0,,155.0
IPLCN_036,Bench Only,丁彪,M,Open,88.65,97.74,,,150.0,,150.0
IPLCN_036,Bench Only,赵渊博,M,J20-23,59.9,97.2,,,115.0,,115.0
IPLCN_036,Bench Only,谷克森,M,Open,85.3,96.42,,,145.0,,145.0
IPLCN_036,Bench Only,施念,F,Open,47.7,93.99,,,72.5,,72.5
IPLCN_036,Bench Only,贾培龙,M,M40-44,83.85,90.62,,,135.0,,135.0
IPLCN_036,Bench Only,何旭,M,J20-23,78.1,87.44,,,125.0,,125.0
IPLCN_036,Bench Only,朱梦晴,F,Open,52.9,84.32,,,70.0,,70.0
IPLCN_036,Bench Only,Unknown,M,Open,79.85,82.84,,,120.0,,120.0
IPLCN_036,Bench Only,唐媛,F,Open,55.7,81.43,,,70.0,,70.0
IPLCN_036,Bench Only,肖骆冬,M,Open,73.85,79.71,,,110.0,,110.0
IPLCN_036,Bench Only,郑泽彬,M,J20-23,59.85,76.12,,,6.0,,90.0
IPLCN_036,Bench Only,王进兴,M,J18-19,80.65,75.49,,,110.0,,110.0
IPLCN_036,Bench Only,刘媛,F,Open,72.05,69.67,,,70.0,,70.0
IPLCN_036,Bench Only,叶浩,M,J20-23,88.15,65.35,,,100.0,,100.0
IPLCN_036,Deadlift Only,龙翔宇,M,Open,88.35,202.35,,,,310.0,310.0
IPLCN_036,Deadlift Only,陈楚其,M,Open,81.5,197.82,,,,290.0,290.0
IPLCN_036,Deadlift Only,黄尹杰,M,J20-23,73.7,192.28,,,,265.0,265.0
IPLCN_036,Deadlift Only,王汉威,M,Open,81.55,177.29,,,,260.0,260.0
IPLCN_036,Deadlift Only,刘马婉婷,F,Open,59.05,170.77,,,,152.5,152.5
IPLCN_036,Deadlift Only,孙小涵,F,Open,57.65,170.59,,,,150.0,150.0
IPLCN_036,Deadlift Only,金天成,M,Open,98.15,167.56,,,,270.0,270.0
IPLCN_036,Deadlift Only,米朝政,M,Open,105.7,165.41,,,,275.0,275.0
IPLCN_036,Deadlift Only,刘消琛,M,Open,66.66,165.28,,,,212.5,212.5
IPLCN_036,Deadlift Only,戴明锋,M,Open,76.01,163.61,,,,230.0,230.0
IPLCN_036,Deadlift Only,丁彪,M,Open,88.65,161.27,,,,247.5,247.5
IPLCN_036,Deadlift Only,李政辰,M,J18-19,61.1,160.1,,,,192.5,192.5
IPLCN_036,Deadlift Only,邵仪,M,Open,66.45,152.02,,,,195.0,195.0
IPLCN_036,Deadlift Only,孙海洋,M,Open,107.0,151.14,,,,252.5,252.5
IPLCN_036,Deadlift Only,沈渝弦,M,J18-19,109.5,148.32,,,,250.0,250.0
IPLCN_036,Deadlift Only,王进兴,M,J18-19,80.65,147.55,,,,215.0,215.0
IPLCN_036,Deadlift Only,袁国威,M,Open,86.0,147.49,,,,237.5,237.5
IPLCN_036,Deadlift Only,邓君良,M,J18-19,80.75,147.44,,,,215.0,215.0
IPLCN_036,Deadlift Only,秦雅倩,F,Open,63.95,143.88,,,,135.0,135.0
IPLCN_036,Deadlift Only,郑泽彬,M,J20-23,59.85,143.78,,,,170.0,170.0
IPLCN_036,Deadlift Only,蒋雨杭,M,J20-23,101.3,140.79,,,,230.0,230.0
IPLCN_036,Deadlift Only,孙双,F,Open,55.85,139.34,,,,120.0,120.0
IPLCN_036,Deadlift Only,白晨曦,M,Open,74.45,136.96,,,,190.0,190.0
IPLCN_036,Deadlift Only,姜欣怡,F,J20-23,67.45,123.94,,,,120.0,120.0
IPLCN_036,Deadlift Only,朱贝雯,F,Open,73.75,110.56,,,,112.5,112.5
IPLCN_037,Full Power,王海波,M,Open,92.15,495.29,,290.0,185.0,300.0,775.0
IPLCN_037,Full Power,吴坚,M,Open,70.6,466.72,,245.0,145.0,235.0,625.0
IPLCN_037,Full Power,张光宇,M,Open,79.15,457.99,,240.0,175.0,245.0,660.0
IPLCN_037,Full Power,季缪贝,M,J20-23,85.65,454.5,,250.0,165.0,270.0,685.0
IPLCN_037,Full Power,杨俊文,M,Open,64.5,442.42,,190.0,125.0,240.0,555.0
IPLCN_037,Full Power,倪航天,M,Open,65.7,438.3,,205.0,115.0,237.5,557.5
IPLCN_037,Full Power,吴钢,M,Open,75.05,423.1,,235.0,120.0,235.0,590.0
IPLCN_037,Full Power,任正豪,M,Open,98.65,416.4,,252.5,155.0,265.0,672.5
IPLCN_037,Full Power,贾祥斐,M,Open,72.65,406.51,,195.0,130.0,230.0,555.0
IPLCN_037,Full Power,石华,M,M40-44,73.35,393.03,,207.5,107.5,225.0,540.0
IPLCN_037,Full Power,沈奕华,M,15-19,54.8,378.68,,160.0,75.0,180.0,415.0
IPLCN_037,Full Power,徐钰超,M,Open,104.0,367.81,,242.5,122.5,242.5,607.5
IPLCN_037,Full Power,高原,M,Open,98.1,363.12,,220.0,140.0,225.0,585.0
IPLCN_037,Full Power,楼高翔,M,J20-23,77.65,361.53,,195.0,130.0,190.0,515.0
IPLCN_037,Full Power,谢骏彬,M,120-23,68.6,358.08,,190.0,110.0,170.0,470.0
IPLCN_037,Full Power,陈嘉鸿,M,J15-19,82.35,354.3,,182.5,120.0,220.0,522.5
IPLCN_037,Full Power,徐维益,M,M50-54,87.65,339.19,,180.0,127.5,210.0,517.5
IPLCN_037,Full Power,李子樵,M,Open,78.25,335.39,,200.0,90.0,190.0,480.0
IPLCN_037,Full Power,吴翼,M,J15-19,50.8,326.34,,190.0,112.5,172.5,475.0
IPLCN_037,Full Power,张单翔,M,J15-19,107.2,325.99,,225.0,100.0,220.0,545.0
IPLCN_037,Full Power,陈凯茜,F,J20-23,66.55,320.08,,120.0,62.5,125.0,307.5
IPLCN_037,Full Power,王志扬,M,J15-19,114.0,318.58,,190.0,135.0,220.0,545.0
IPLCN_037,Full Power,蒋剑滨,M,Open,94.2,314.61,,182.5,115.0,200.0,497.5
IPLCN_037,Full Power,金笑,F,Open,54.4,301.36,,110.0,42.5,102.5,255.0
IPLCN_037,Full Power,陈康,M,M40-44,80.0,286.16,,130.0,110.0,175.0,415.0
IPLCN_037,Full Power,JOHNWESLEYRAU,M,Open,81.8,282.49,,135.0,90.0,190.0,415.0
IPLCN_037,Bench Only,许丹聘,M,Open,73.1,0.0,,,157.5,157.5,114.89
IPLCN_037,Bench Only,张奚伟,M,Open,54.45,0.0,,,125.0,125.0,114.72
IPLCN_037,Bench Only,丁晓明,M,Open,81.15,0.0,,,165.0,165.0,112.83
IPLCN_037,Bench Only,金天宇,M,J20-23,96.6,0.0,,,180.0,180.0,112.51
IPLCN_037,Bench Only,丁能,M,Open,88.05,0.0,,,170.0,170.0,111.16
IPLCN_037,Bench Only,陆长冬,M,Open,82.6,0.0,,,160.0,160.0,108.31
IPLCN_037,Bench Only,装军,M,Open,88.05,0.0,,,165.0,165.0,107.89
IPLCN_037,Bench Only,金大登,M,M40-44,102.4,0.0,,,172.5,172.5,105.11
IPLCN_037,Bench Only,童钰伟,M,Open,92.75,0.0,,,162.5,162.5,103.52
IPLCN_037,Bench Only,蔡飞扬,M,J20-23,128.5,0.0,,,165.0,165.0,92.72
IPLCN_037,Bench Only,吴佳蓓,F,Open,52.25,0.0,,,75.0,75.0,91.11
IPLCN_037,Bench Only,曹晨杰,M,Open,71.2,0.0,,,110.0,110.0,81.67
IPLCN_037,Bench Only,赵阳,F,Open,51.1,0.0,,,65.0,65.0,80.2
IPLCN_037,Deadlift Only,盛苏杰,M,Open,69.4,190.81,,,,,252.5
IPLCN_037,Deadlift Only,张锡帆,M,J20-23,61.4,182.25,,,,,220.0
IPLCN_037,Deadlift Only,陆愧聪,M,Open,100.01,180.03,,,,,292.5
IPLCN_037,Deadlift Only,张仕茶,M,J20-23,75.4,175.17,,,,,245.0
IPLCN_037,Deadlift Only,陈大恩,M,Open,87.4,167.39,,,,,255.0
IPLCN_037,Deadlift Only,方可,M,Open,97.4,115.2,,,,,185.0
IPLCN_038,Full Power,王海波,M,Open,91.75,520.36,,312.5,190.0,310.0,812.5
IPLCN_038,Full Power,聂博之,M,Open,98.15,496.46,,310.0,190.0,300.0,800.0
IPLCN_038,Full Power,孙泽旭,M,Open,112.3,470.19,,335.0,180.0,285.0,800.0
IPLCN_038,Full Power,曹宇航,M,Open,140.5,468.09,,350.0,190.0,315.0,855.0
IPLCN_038,Full Power,刘彬,M,Open,84.2,462.1,,277.5,132.5,280.0,690.0
IPLCN_038,Full Power,李中举,M,Open,81.7,456.38,,255.0,155.0,260.0,670.0
IPLCN_038,Full Power,程鑫,M,Open,88.75,455.85,,280.0,155.0,265.0,700.0
IPLCN_038,Full Power,刘孝宽,M,Open,88.3,442.36,,252.5,155.0,270.0,677.5
IPLCN_038,Full Power,金浩锋,M,Open,74.95,436.02,,237.5,145.0,225.0,607.5
IPLCN_038,Full Power,夏柯,M,Open,66.8,434.9,,202.5,125.0,232.5,560.0
IPLCN_038,Full Power,张子扬,M,Open,96.8,424.63,,260.0,160.0,260.0,680.0
IPLCN_038,Full Power,马博伟,M,Open,74.15,415.55,,215.0,115.0,245.0,575.0
IPLCN_038,Full Power,徐薛豪,M,Open,71.45,411.08,,205.0,125.0,225.0,555.0
IPLCN_038,Full Power,张玉晴,M,Open,76.55,410.77,,215.0,135.0,230.0,580.0
IPLCN_038,Full Power,赵敏芝,M,Open,102.7,407.76,,260.0,150.0,260.0,670.0
IPLCN_038,Full Power,仇喝彩,M,Open,82.1,407.56,,245.0,135.0,220.0,600.0
IPLCN_038,Full Power,黄文轩,M,Open,73.25,404.31,,202.5,130.0,222.5,555.0
IPLCN_038,Full Power,仲大佑,M,Open,82.2,400.49,,220.0,155.0,215.0,590.0
IPLCN_038,Full Power,常鑫,M,Open,81.2,399.89,,205.0,137.5,242.5,585.0
IPLCN_038,Full Power,杨家成,M,Open,105.4,395.93,,242.5,160.0,255.0,657.5
IPLCN_038,Full Power,谭浩然,M,Open,94.75,392.58,,217.5,155.0,250.0,622.5
IPLCN_038,Full Power,黄显钦,M,J20-23,81.1,389.92,,220.0,120.0,230.0,570.0
IPLCN_038,Full Power,张泽宇,M,Open,119.9,384.89,,255.0,170.0,245.0,670.0
IPLCN_038,Full Power,崔邵洋,M,J20-23,72.1,380.97,,187.5,110.0,220.0,517.5
IPLCN_038,Full Power,张世浩,M,J15-19,72.95,378.01,,192.5,110.0,215.0,517.5
IPLCN_038,Full Power,丁燃,M,Open,81.7,372.94,,205.0,115.0,227.5,547.5
IPLCN_038,Full Power,赵天立,M,Open,90.6,367.34,,210.0,150.0,210.0,570.0
IPLCN_038,Full Power,陈援,M,Open,85.2,365.97,,230.0,120.0,200.0,550.0
IPLCN_038,Full Power,王明东,M,Open,103.1,364.57,,235.0,125.0,240.0,600.0
IPLCN_038,Full Power,樊庆,M,M40-44,107.6,361.36,,240.0,150.0,215.0,605.0
IPLCN_038,Full Power,王万义,M,Open,92.45,360.51,,210.0,105.0,250.0,565.0
IPLCN_038,Full Power,伍稷恺,M,J20-23,89.3,358.66,,240.0,107.5,205.0,552.5
IPLCN_038,Full Power,侯进华,F,Open,58.5,343.6,,120.0,57.5,127.5,305.0
IPLCN_038,Full Power,Unknown,F,Open,72.7,341.67,,135.0,75.0,135.0,345.0
IPLCN_038,Full Power,蒙艺甄,F,Open,60.75,338.23,,115.0,62.5,130.0,307.5
IPLCN_038,Full Power,刘泓霄,M,J20-23,87.6,334.37,,182.5,127.5,200.0,510.0
IPLCN_038,Full Power,叶倬涵,M,Open,103.1,334.19,,210.0,130.0,210.0,550.0
IPLCN_038,Full Power,袁鑫,M,Open,135.4,326.42,,235.0,130.0,225.0,590.0
IPLCN_038,Full Power,刘越,M,Open,89.0,323.51,,190.0,122.5,185.0,497.5
IPLCN_038,Full Power,奇冬辑,M,J20-23,80.15,322.01,,172.5,110.0,185.0,467.5
IPLCN_038,Full Power,余慧,F,Open,66.4,320.51,,112.5,67.5,127.5,307.5
IPLCN_038,Full Power,蒋肤丽,F,Open,55.55,320.47,,110.0,55.0,110.0,275.0
IPLCN_038,Full Power,王莹滢,F,Open,77.0,317.03,,130.0,60.0,140.0,330.0
IPLCN_038,Full Power,崔文,F,Open,74.45,312.89,,130.0,60.0,130.0,320.0
IPLCN_038,Full Power,刘志强,M,J20-23,71.85,308.07,,150.0,92.5,175.0,417.5
IPLCN_038,Full Power,贾思宇,F,Open,52.0,292.54,,92.5,50.0,97.5,240.0
IPLCN_038,Full Power,史景夫,M,M55-59,97.2,289.83,,160.0,135.0,170.0,465.0
IPLCN_038,Full Power,王开宇,M,M40-44,102.1,283.69,,160.0,100.0,205.0,465.0
IPLCN_038,Full Power,余心悦,F,Open,65.7,277.93,,105.0,55.0,105.0,265.0
IPLCN_038,Full Power,董轶秋,M,J20-23,63.2,275.31,,110.0,95.0,135.0,340.0
IPLCN_038,Full Power,余苏丽,F,J20-23,66.05,271.84,,105.0,52.5,102.5,260.0
IPLCN_038,Full Power,李梦媛,F,Open,47.5,266.58,,75.0,32.5,97.5,205.0
IPLCN_038,Full Power,卫轩彤,F,Open,55.15,266.4,,92.5,35.0,100.0,227.5
IPLCN_038,Full Power,陶正怡,F,Open,47.65,262.72,,80.0,35.0,87.5,202.5
IPLCN_038,Full Power,高翔,M,Open,69.95,259.28,,100.0,85.0,160.0,345.0
IPLCN_038,Full Power,王煜权,M,J20-23,98.25,257.42,,160.0,85.0,170.0,415.0
IPLCN_038,Full Power,薛松,M,Open,78.95,253.67,,140.0,85.0,140.0,365.0
IPLCN_038,Full Power,万达,M,Onen,80.25,251.22,,125.0,85.0,155.0,365.0
IPLCN_038,Full Power,张雅麒,F,Open,59.5,250.75,,6.0,40.0,95.0,141.0
IPLCN_038,Full Power,丁雨辰,M,Open,80.5,247.33,,135.0,56.0,130.0,321.0
IPLCN_038,Full Power,鲁音,F,M50-54,55.0,234.62,,80.0,37.5,82.5,200.0
IPLCN_038,Bench Only,江剑楠,M,Open,59.05,111.18,,,130.0,,130.0
IPLCN_038,Bench Only,江超,M,Open,93.7,110.95,,,175.0,,175.0
IPLCN_038,Bench Only,倪进峰,M,M45-49,87.75,106.44,,,162.5,,162.5
IPLCN_038,Bench Only,陆长冬,M,Open,87.0,103.64,,,157.5,,157.5
IPLCN_038,Bench Only,陈达洋,M,Open,100.6,95.16,,,155.0,,155.0
IPLCN_038,Bench Only,杨思成,M,J20-23,127.1,93.03,,,165.0,,165.0
IPLCN_038,Bench Only,王剑戟,M,M45-49,96.85,90.52,,,145.0,,145.0
IPLCN_038,Bench Only,周智伦,M,J20-23,108.0,84.99,,,142.5,,142.5
IPLCN_038,Bench Only,赖鑫涛,M,J20-23,76.65,84.92,,,120.0,,120.0
IPLCN_038,Bench Only,史景夫,M,M55-59,97.2,81.03,,,130.0,,130.0
IPLCN_038,Bench Only,朱涛,M,M40-44,88.05,68.66,,,105.0,,105.0
IPLCN_038,Bench Only,李扬,M,J15-19,71.95,66.35,,,90.0,,90.0
IPLCN_038,Bench Only,刘奥博,F,Open,73.0,37.06,,,37.5,,37.5
IPLCN_038,Deadlift Only,孙烁童,F,J20-23,54.2,165.86,,,,140.0,140.0
IPLCN_038,Deadlift Only,黎嘉炜,M,Open,93.45,165.04,,,,260.0,260.0
IPLCN_038,Deadlift Only,郎鹏,M,Open,72.3,161.66,,,,220.0,220.0
IPLCN_038,Deadlift Only,张松恒,M,Open,86.65,158.26,,,,240.0,240.0
IPLCN_038,Deadlift Only,张启程,M,J15-19,94.7,134.05,,,,212.5,212.5
IPLCN_038,Deadlift Only,成超,M,M40-44,84.8,133.42,,,,200.0,200.0
IPLCN_038,Deadlift Only,史景夫,M,M55-59,97.2,109.08,,,,175.0,175.0
IPLCN_038,Deadlift Only,孙学智,M,J20-23,77.95,106.8,,,,152.5,152.5
IPLCN_039,Full Power,周进,M,J20-23,92.5,510.33,,295.0,180.0,325.0,800.0
IPLCN_039,Full Power,温业斌,M,Open,70.35,449.14,,225.0,132.5,242.5,600.0
IPLCN_039,Full Power,侯斌,M,Open,87.8,448.57,,287.5,142.5,255.0,685.0
IPLCN_039,Full Power,王海宁,M,Open,59.35,445.0,,200.0,122.5,200.0,522.5
IPLCN_039,Full Power,彭欢,M,J20-23,73.7,442.6,,225.0,147.5,237.5,610.0
IPLCN_039,Full Power,赵佳宸,M,Open,78.35,436.37,,240.0,135.0,250.0,625.0
IPLCN_039,Full Power,刘济民,M,Open,59.05,436.19,,185.0,115.0,210.0,510.0
IPLCN_039,Full Power,农珍梅,F,Open,55.75,435.96,,160.0,70.0,145.0,375.0
IPLCN_039,Full Power,石强,M,Open,67.0,433.95,,205.0,100.0,255.0,560.0
IPLCN_039,Full Power,江健,M,Open,70.35,428.56,,217.5,125.0,230.0,572.5
IPLCN_039,Full Power,张锋,M,Open,79.1,411.31,,220.0,147.5,225.0,592.5
IPLCN_039,Full Power,赖宽,M,Open,86.6,405.66,,220.0,150.0,245.0,615.0
IPLCN_039,Full Power,黄晓多,M,Open,100.01,387.76,,255.0,155.0,220.0,630.0
IPLCN_039,Full Power,莫明锟,M,Open,94.45,385.27,,240.0,135.0,235.0,610.0
IPLCN_039,Full Power,赖世勇,M,Open,71.0,384.95,,175.0,122.5,220.0,517.5
IPLCN_039,Full Power,苏国辉,M,J20-23,74.15,383.03,,180.0,120.0,230.0,530.0
IPLCN_039,Full Power,刘磅礴,M,Open,88.9,377.38,,240.0,125.0,215.0,580.0
IPLCN_039,Full Power,莫蕾基,M,J20-23,72.75,373.21,,170.0,122.5,217.5,510.0
IPLCN_039,Full Power,张宇轩,M,J20-23,78.05,370.9,,182.5,130.0,217.5,530.0
IPLCN_039,Full Power,蒙业忠,M,J20-23,62.75,366.42,,155.0,95.0,200.0,450.0
IPLCN_039,Full Power,符莹,F,ado,51.3,366.07,,105.0,62.5,130.0,297.5
IPLCN_039,Full Power,潘花丞,M,J20-23,58.8,364.78,,150.0,75.0,200.0,425.0
IPLCN_039,Full Power,欧阳爱铧,M,M45-49,95.25,358.59,,202.5,135.0,232.5,570.0
IPLCN_039,Full Power,黄逸群,F,Open,44.6,357.83,,87.5,55.0,120.0,262.5
IPLCN_039,Full Power,曾振国,M,J20-23,77.15,348.88,,190.0,105.0,200.0,495.0
IPLCN_039,Full Power,谢振文,M,J20-23,55.3,341.67,,135.0,75.0,167.5,377.5
IPLCN_039,Full Power,李冠玉,M,J20-23,73.4,334.65,,175.0,105.0,180.0,460.0
IPLCN_039,Full Power,高大舟,M,Open,140.8,325.55,,245.0,130.0,220.0,595.0
IPLCN_039,Full Power,边远,M,M40-44,116.3,325.06,,230.0,130.0,200.0,560.0
IPLCN_039,Full Power,林世雄,M,M60-64,73.75,324.55,,165.0,110.0,172.5,447.5
IPLCN_039,Full Power,黄博文,M,Open,66.6,319.11,,145.0,110.0,155.0,410.0
IPLCN_039,Full Power,何品润,M,Open,99.95,304.75,,190.0,120.0,185.0,495.0
IPLCN_039,Full Power,容崇惠,F,Open,43.25,300.08,,82.5,40.0,92.5,215.0
IPLCN_039,Full Power,谢欣莹,F,J20-23,58.05,300.03,,105.0,40.0,120.0,265.0
IPLCN_039,Full Power,Unknown,F,Open,66.2,284.53,,100.0,37.5,135.0,272.5
IPLCN_039,Full Power,蒙春利,F,J15-19,43.55,256.83,,70.0,35.0,80.0,185.0
IPLCN_039,Full Power,赵毅,F,M40-44,63.1,220.27,,77.5,40.0,87.5,205.0
IPLCN_039,Bench Only,陈东福,M,J20-23,72.6,0.0,,,172.5,172.5,126.41
IPLCN_039,Bench Only,林建良,M,Open,76.0,0.0,,,152.5,152.5,108.49
IPLCN_039,Bench Only,张锋,M,Open,79.1,0.0,,,152.5,152.5,105.86
IPLCN_039,Bench Only,蒙欢,M,Open,66.8,0.0,,,132.5,132.5,102.9
IPLCN_039,Bench Only,蔡基祥,M,Open,76.45,0.0,,,145.0,145.0,102.78
IPLCN_039,Bench Only,刘逢源,M,Open,78.85,0.0,,,145.0,145.0,100.85
IPLCN_039,Bench Only,林重宏,M,Open,57.45,0.0,,,115.0,115.0,100.67
IPLCN_039,Bench Only,林川,M,Open,58.25,0.0,,,115.0,115.0,99.49
IPLCN_039,Bench Only,易烘书,M,Open,81.35,0.0,,,145.0,145.0,99.01
IPLCN_039,Bench Only,沈志豪,M,Open,71.05,0.0,,,130.0,130.0,96.66
IPLCN_039,Bench Only,肖钦文,M,Open,86.35,0.0,,,142.5,142.5,94.14
IPLCN_039,Bench Only,农电光,M,M55-59,74.55,0.0,,,130.0,130.0,93.63
IPLCN_039,Bench Only,王楼,M,J20-23,110.2,0.0,,,150.0,150.0,88.78
IPLCN_039,Bench Only,许可心,F,Open,66.25,0.0,,,85.0,85.0,88.71
IPLCN_039,Bench Only,黄煜森,M,J20-23,85.85,0.0,,,120.0,120.0,79.52
IPLCN_039,Bench Only,朱晓敏,F,Open,79.8,0.0,,,60.0,60.0,56.61
IPLCN_039,Bench Only,梁烁君,F,Open,47.6,0.0,,,40.0,40.0,51.94
IPLCN_039,Deadlift Only,韦康,M,Open,84.55,210.48,,,,,315.0
IPLCN_039,Deadlift Only,田浩宇,M,Open,74.55,198.05,,,,,275.0
IPLCN_039,Deadlift Only,石强,M,Open,67.0,193.73,,,,,250.0
IPLCN_039,Deadlift Only,黄洁光,M,Open,65.85,176.59,,,,,225.0
IPLCN_039,Deadlift Only,王柯力,M,M40-44,66.15,156.44,,,,,200.0
IPLCN_039,Deadlift Only,刘洋,M,Open,66.5,148.04,,,,,190.0
IPLCN_039,Deadlift Only,朱国华,M,Open,87.9,147.25,,,,,225.0
IPLCN_039,Deadlift Only,梁洪珲,M,Open,74.9,147.2,,,,,205.0
IPLCN_039,Deadlift Only,黄品森,M,J20-23,87.8,140.79,,,,,215.0
IPLCN_039,Deadlift Only,蔡基祥,M,Open,76.45,134.67,,,,,190.0
IPLCN_039,Deadlift Only,曾宪秀,F,Open,55.0,129.04,,,,,110.0
IPLCN_039,Deadlift Only,张乾锋,M,Open,70.35,119.77,,,,,160.0
IPLCN_040,Full Power,殷超群,M,Open,84.91,459.98,,260.0,170.0,260.0,690.0
IPLCN_040,Full Power,徐海强,M,Open,66.45,432.68,,202.5,112.5,240.0,555.0
IPLCN_040,Full Power,李丰慧,M,Open,63.45,403.63,,175.0,110.0,215.0,500.0
IPLCN_040,Full Power,郭晓东,M,Open,68.08,373.43,,187.5,110.0,190.0,487.5
IPLCN_040,Full Power,王军,M,Open,95.8,362.34,,232.5,115.0,230.0,577.5
IPLCN_040,Full Power,余振东,M,Open,102.55,353.2,,225.0,130.0,225.0,580.0
IPLCN_040,Full Power,AchrafAl Gunaid,M,J20-23,80.9,352.82,,180.0,115.0,220.0,515.0
IPLCN_040,Full Power,何鸿涛,M,J20-23,84.05,341.89,,200.0,110.0,200.0,510.0
IPLCN_040,Full Power,莫君豪,M,J15-19,62.75,335.88,,192.5,95.0,125.0,412.5
IPLCN_040,Full Power,钟金鱼,F,Open,58.41,332.66,,115.0,60.0,120.0,295.0
IPLCN_040,Full Power,陈鑫辉,M,Open,72.05,316.7,,160.0,100.0,170.0,430.0
IPLCN_040,Full Power,万峰恺,M,Open,74.25,312.3,,165.0,92.5,175.0,432.5
IPLCN_040,Full Power,杨冬根,M,M70-74,66.64,309.24,,130.0,107.5,160.0,397.5
IPLCN_040,Bench Only,陈宇晖,M,Open,81.91,122.43,,,180.0,,180.0
IPLCN_040,Bench Only,殷超群,M,Open,84.91,116.66,,,175.0,,175.0
IPLCN_040,Bench Only,杨舒玲,M,J20-23,76.48,97.44,,,137.5,,137.5
IPLCN_040,Bench Only,肖骆冬,M,Open,74.73,79.1,,,110.0,,110.0
IPLCN_040,Bench Only,崔成龙,M,J20-23,75.52,76.78,,,107.5,,107.5
IPLCN_040,Deadlift Only,徐海强,M,Open,66.45,187.11,,,,240.0,240.0
IPLCN_040,Deadlift Only,廖翎彤,F,J20-23,63.44,112.45,,,,105.0,105.0
IPLCN_041,Full Power,赵东升,M,Open,66.75,481.76,,240.0,135.0,245.0,620.0
IPLCN_041,Full Power,刘昆宇,M,Open,102.9,453.03,,265.0,180.0,300.0,745.0
IPLCN_041,Full Power,杜维佳,M,M40-44,74.7,436.95,,225.0,150.0,232.5,607.5
IPLCN_041,Full Power,许剑,M,Open,66.75,435.14,,230.0,117.5,212.5,560.0
IPLCN_041,Full Power,肖万里,M,Open,81.55,429.59,,250.0,135.0,245.0,630.0
IPLCN_041,Full Power,李承志,M,J20-23,70.05,427.95,,200.0,130.0,240.0,570.0
IPLCN_041,Full Power,潘智祥,M,Open,73.0,425.3,,220.0,120.0,242.5,582.5
IPLCN_041,Full Power,阁驰,M,Open,74.65,424.55,,220.0,145.0,225.0,590.0
IPLCN_041,Full Power,王维,M,Open,72.6,414.03,,185.0,165.0,215.0,565.0
IPLCN_041,Full Power,毛永旭,M,J20-23,96.5,409.6,,255.0,150.0,250.0,655.0
IPLCN_041,Full Power,石明强,M,Open,79.6,404.58,,215.0,130.0,240.0,585.0
IPLCN_041,Full Power,张迪,M,Open,106.3,396.09,,260.0,150.0,250.0,660.0
IPLCN_041,Full Power,朱玉乾,M,J15-19,59.35,393.9,,182.5,92.5,187.5,462.5
IPLCN_041,Full Power,路遥,M,J20-23,73.65,388.35,,202.5,107.5,225.0,535.0
IPLCN_041,Full Power,何明宇,M,Open,66.2,377.21,,180.0,102.5,200.0,482.5
IPLCN_041,Full Power,杨兆璞,M,M45-49,73.95,376.46,,170.0,110.0,240.0,520.0
IPLCN_041,Full Power,胡旺川,M,J20-23,111.19999999999999,371.62,,225.0,165.0,240.0,630.0
IPLCN_041,Full Power,王泽欣,M,Open,95.2,366.54,,220.0,140.0,222.5,582.5
IPLCN_041,Full Power,崔圣浩,M,J20-23,80.8,353.05,,180.0,130.0,205.0,515.0
IPLCN_041,Full Power,杨昌盛,M,Open,72.35,345.2,,205.0,165.0,100.0,470.0
IPLCN_041,Full Power,方岳,M,Open,86.7,342.79,,190.0,130.0,200.0,520.0
IPLCN_041,Full Power,王子豪,M,Open,106.3,339.08,,220.0,120.0,225.0,565.0
IPLCN_041,Full Power,李昊,M,J20-23,84.45,320.94,,180.0,110.0,190.0,480.0
IPLCN_041,Full Power,任秋怡,F,Open,63.65,317.98,,105.0,52.5,140.0,297.5
IPLCN_041,Full Power,王寅,M,Open,59.7,300.87,,125.0,90.0,140.0,355.0
IPLCN_041,Full Power,高秋宇,M,J20-23,65.3,300.12,,140.0,100.0,140.0,380.0
IPLCN_041,Full Power,齐悦含,F,Open,63.65,283.24,,97.5,47.5,120.0,265.0
